#Date,TotalDistance
2026/04/24 08:53:29,1352.7
#Screen_X,Screen_Y,GazeDataCount
956,549,1213
#GameTime,Gaze_X,Gaze_Y
27.98,204,34
27.98,204,34
28.00,204,34
28.00,204,34
28.02,204,34
28.02,204,34
28.04,204,34
28.04,204,34
28.06,204,34
28.06,204,34
28.08,204,34
28.08,204,34
28.10,204,34
28.10,204,34
28.12,204,34
28.12,204,34
28.14,204,34
28.14,204,34
28.16,204,34
28.16,204,34
28.18,204,34
28.18,204,34
28.20,204,34
28.20,204,34
28.22,204,34
28.22,204,34
28.24,204,34
28.24,204,34
28.26,204,34
28.26,204,34
28.28,204,34
28.28,204,34
28.30,204,34
28.30,204,34
28.32,204,34
28.32,204,34
28.34,204,34
28.34,204,34
28.36,204,34
28.36,204,34
28.38,204,34
28.38,204,34
28.40,204,34
28.40,204,34
28.42,204,34
28.42,204,34
28.44,204,34
28.44,204,34
28.46,204,34
28.46,204,34
28.48,204,34
28.48,204,34
28.50,204,34
28.50,204,34
28.52,204,34
28.52,204,34
28.54,204,35
28.54,204,35
28.56,203,43
28.56,203,43
28.58,200,52
28.58,200,52
28.60,198,60
28.60,198,60
28.62,193,71
28.62,193,71
28.64,190,76
28.64,190,76
28.66,184,84
28.66,184,84
28.68,181,87
28.68,181,87
28.70,177,91
28.70,177,91
28.72,174,93
28.72,174,93
28.74,172,95
28.74,172,95
28.76,167,97
28.76,167,97
28.78,162,99
28.78,162,99
28.80,158,99
28.80,158,99
28.82,154,100
28.82,154,100
28.84,148,100
28.84,148,100
28.86,143,100
28.86,143,100
28.88,141,100
28.88,141,100
28.90,139,100
28.90,139,100
28.92,138,98
28.92,138,98
28.94,138,96
28.94,138,96
28.96,143,93
28.96,143,93
28.98,151,89
28.98,151,89
29.00,160,86
29.00,160,86
29.02,175,82
29.02,175,82
29.04,187,79
29.04,187,79
29.06,197,75
29.06,197,75
29.08,208,68
29.08,208,68
29.10,212,64
29.10,212,64
29.12,215,56
29.12,215,56
